#,Word,Link,POS,POS_Desc,Category
6539,contemplate,https://www.handspeak.com/word/c/contemplate.mp4,NN,"noun, singular",
6540,every other Monday,https://www.handspeak.com/word/e/every-other-monday.mp4,DT,determiner,
6541,remonstrate,https://www.handspeak.com/word/r/remonstrate.mp4,NN,"noun, singular",
6542,babyish,https://www.handspeak.com/word/b/babyish-immature.mp4,NN,"noun, singular",
6543,purport,https://www.handspeak.com/word/p/purport-pretend.mp4,NN,"noun, singular",
6544,close call,https://www.handspeak.com/word/c/close-call.mp4,RB,adverb very,
6545,told you so,https://www.handspeak.com/word/t/told-you-so.mp4,NN,"noun, singular",
6546,Mother's Day,https://www.handspeak.com/word/m/mother-day.mp4,NNP,"proper noun, singular",
6547,zoology,https://www.handspeak.com/word/z/zoology.mp4,NN,"noun, singular",Education
6548,pittance,https://www.handspeak.com/word/p/pittance.mp4,NN,"noun, singular",
6549,suffocate,https://www.handspeak.com/word/s/suffocate.mp4,NN,"noun, singular",
6550,asphyxiate,https://www.handspeak.com/word/a/asphyxiate.mp4,NN,"noun, singular",Health
6551,bum someone out,https://www.handspeak.com/word/b/bum-out.mp4,NN,"noun, singular",
6552,anatomy,https://www.handspeak.com/word/a/anatomy.mp4,NN,"noun, singular",Health
6553,bummer (exclamation),https://www.handspeak.com/word/b/bummer.mp4,NN,"noun, singular",
6554,kinesiology,https://www.handspeak.com/word/k/kinesiology.mp4,NN,"noun, singular",Education
6555,kill two birds with one stone,https://www.handspeak.com/word/k/kill-two-birds-with-one-stone.mp4,VB,"verb, base form",
6556,duckface,https://www.handspeak.com/word/d/duckface.mp4,NN,"noun, singular",
6557,Father's day,https://www.handspeak.com/word/f/father-day.mp4,NNP,"proper noun, singular",
6558,nod,https://www.handspeak.com/word/n/nod.mp4,NN,"noun, singular",
6559,nod off,https://www.handspeak.com/word/n/nod-off.mp4,NNS,noun plural,
6560,show and tell,https://www.handspeak.com/word/s/show-tell.mp4,NN,"noun, singular",
6561,leprechaun,https://www.handspeak.com/word/l/leprechaun.mp4,NN,"noun, singular",
6562,jerk,https://www.handspeak.com/word/j/jerk-fs.mp4,NN,"noun, singular",
6563,sink (drown),https://www.handspeak.com/word/s/sink-drown.mp4,NN,"noun, singular",
6564,sink (basin),https://www.handspeak.com/word/s/sink-basin.mp4,NN,"noun, singular",
6565,Swaizland,https://www.handspeak.com/word/s/swaizland.mp4,NN,"noun, singular",Country
6566,Tanzania,https://www.handspeak.com/word/t/tanzania.mp4,NN,"noun, singular",Country
6567,Vojvodina,https://www.handspeak.com/word/v/vojvodina.mp4,NNP,"proper noun, singular",Country
6568,veterinarian,https://www.handspeak.com/word/v/veterinarian.mp4,JJ,adjective,Health
6569,Malawi,https://www.handspeak.com/word/m/malawi.mp4,NN,"noun, singular",Country
6570,repose,https://www.handspeak.com/word/r/repose.mp4,VB,"verb, base form",
6571,janitor,https://www.handspeak.com/word/j/janitor.mp4,NN,"noun, singular",
6572,jar,https://www.handspeak.com/word/j/jar.mp4,NN,"noun, singular",
6573,jabber,https://www.handspeak.com/word/j/jabber.mp4,NN,"noun, singular",
6574,jack in the box,https://www.handspeak.com/word/j/jack-in-box.mp4,NN,"noun, singular",
6575,Jack O' Lantern,https://www.handspeak.com/word/j/jack-o-lantern.mp4,NNP,"proper noun, singular",
6576,jagged edge,https://www.handspeak.com/word/j/jagged-edge.mp4,VBN,"verb, past participle",
6577,jargon,https://www.handspeak.com/word/j/jargon.mp4,NN,"noun, singular",
6578,jaw,https://www.handspeak.com/word/j/jaw-bone.mp4,NN,"noun, singular",
6579,jaw-dropping,https://www.handspeak.com/word/j/jaw-dropping.mp4,NN,"noun, singular",
6580,jelly,https://www.handspeak.com/word/j/jelly.mp4,RB,adverb very,
6581,journal,https://www.handspeak.com/word/j/journal.mp4,NN,"noun, singular",
6582,"Istanbul, Turkey",https://www.handspeak.com/word/i/istanbul-turkey.mp4,NNP,"proper noun, singular",
6583,superstition,https://www.handspeak.com/word/s/superstition.mp4,NN,"noun, singular",
6584,stutter,https://www.handspeak.com/word/s/stutter.mp4,NN,"noun, singular",
6585,soothe,https://www.handspeak.com/word/s/soothe.mp4,NN,"noun, singular",
6586,spooky,https://www.handspeak.com/word/s/spooky.mp4,NN,"noun, singular",
6587,sneer at,https://www.handspeak.com/word/s/sneer-at.mp4,NN,"noun, singular",
6588,Snow White,https://www.handspeak.com/word/s/snow-white.mp4,NNP,"proper noun, singular",
6589,tit for tat,https://www.handspeak.com/word/t/tit-for-tat.mp4,NN,"noun, singular",
6590,tongue depressor,https://www.handspeak.com/word/t/tongue-depressor.mp4,NN,"noun, singular",
6591,turmoil,https://www.handspeak.com/word/t/turmoil.mp4,NN,"noun, singular",
6592,tantalizing,https://www.handspeak.com/word/t/tantalizing.mp4,VBG,"verb, gerund/present participle",
6593,upheaval,https://www.handspeak.com/word/u/upheaval.mp4,NN,"noun, singular",
6594,unintended,https://www.handspeak.com/word/u/unintended.mp4,JJ,adjective,
6595,uproar,https://www.handspeak.com/word/r/uproar.mp4,NN,"noun, singular",
6596,switched at birth,https://www.handspeak.com/word/s/switched-at-birth.mp4,VBN,"verb, past participle",
6597,wolf down,https://www.handspeak.com/word/w/wolf-down.mp4,NN,"noun, singular",
6598,wistful,https://www.handspeak.com/word/w/wistful.mp4,NN,"noun, singular",
6599,year round,https://www.handspeak.com/word/y/year-round.mp4,NN,"noun, singular",
6600,well-informed,https://www.handspeak.com/word/w/well-informed.mp4,JJ,adjective,
6601,vroom,https://www.handspeak.com/word/v/vroom.mp4,NN,"noun, singular",
6602,riot,https://www.handspeak.com/word/r/riot.mp4,NN,"noun, singular",
6603,quip,https://www.handspeak.com/word/q/quip.mp4,NN,"noun, singular",
6604,quirky,https://www.handspeak.com/word/q/quirky.mp4,NN,"noun, singular",
6605,retort,https://www.handspeak.com/word/r/retort.mp4,NN,"noun, singular",
6606,zinger,https://www.handspeak.com/word/z/zinger.mp4,NN,"noun, singular",
6607,poll,https://www.handspeak.com/word/p/poll-fs.mp4,NN,"noun, singular",
6608,pathology,https://www.handspeak.com/word/p/pathology.mp4,NN,"noun, singular",
6609,listless,https://www.handspeak.com/word/l/listless.mp4,NN,"noun, singular",
6610,Marlee Matlin,https://www.handspeak.com/word/m/marlee-matlin.mp4,NNP,"proper noun, singular",
6611,circumference,https://www.handspeak.com/word/c/circumference.mp4,NN,"noun, singular",
6612,cleats,https://www.handspeak.com/word/c/cleats.mp4,NNS,noun plural,
6613,dehydration,https://www.handspeak.com/word/d/dehydration.mp4,NN,"noun, singular",
6614,diameter,https://www.handspeak.com/word/d/diameter.mp4,NN,"noun, singular",
6615,eclectic,https://www.handspeak.com/word/e/eclectic.mp4,JJ,adjective,
6616,eerie,https://www.handspeak.com/word/e/eerie.mp4,NN,"noun, singular",
6617,"Nixon, Richard",https://www.handspeak.com/word/n/nixon-richard.mp4,NNP,"proper noun, singular",Education
6618,avocado,https://www.handspeak.com/word/a/avocado-wheeler.mp4,NN,"noun, singular",
6619,alleviate,https://www.handspeak.com/word/a/alleviate.mp4,NN,"noun, singular",
6620,acquaintance,https://www.handspeak.com/word/a/acquaintance.mp4,NN,"noun, singular",
6621,argh (exclamation),https://www.handspeak.com/word/a/argh.mp4,NN,"noun, singular",
6622,beat around the bush,https://www.handspeak.com/word/b/beat-around-bush.mp4,NN,"noun, singular",
6623,bam (exclamation),https://www.handspeak.com/word/b/bam.mp4,NN,"noun, singular",
6624,digit (ASL writing),https://www.handspeak.com/word/d/digit-asl.mp4,NN,"noun, singular",
6625,digibet (ASL writing),https://www.handspeak.com/word/d/digibet.mp4,NN,"noun, singular",
6626,va va voom,https://www.handspeak.com/word/v/va-va-voom.mp4,NN,"noun, singular",
6627,relent,https://www.handspeak.com/word/r/relent.mp4,NN,"noun, singular",
6628,junk food,https://www.handspeak.com/word/j/junk-food.mp4,NN,"noun, singular",
6629,jaunty,https://www.handspeak.com/word/j/jaunty.mp4,NN,"noun, singular",
6630,jaunt,https://www.handspeak.com/word/j/jaunt.mp4,NN,"noun, singular",
6631,favorism,https://www.handspeak.com/word/f/favorism.mp4,NN,"noun, singular",
6632,health food,https://www.handspeak.com/word/h/health-food.mp4,NN,"noun, singular",
6633,innovative,https://www.handspeak.com/word/i/innovative.mp4,JJ,adjective,
6634,inadvertent,https://www.handspeak.com/word/i/inadvertent.mp4,NN,"noun, singular",
6635,idiot,https://www.handspeak.com/word/i/idiot.mp4,NN,"noun, singular",
6636,ideology,https://www.handspeak.com/word/i/ideology.mp4,NN,"noun, singular",
6637,huddle,https://www.handspeak.com/word/h/huddle.mp4,NN,"noun, singular",
6638,huh,https://www.handspeak.com/word/h/huh.mp4,NN,"noun, singular",
6639,envision,https://www.handspeak.com/word/e/envision.mp4,NN,"noun, singular",
6640,ephermeral,https://www.handspeak.com/word//.mp4,JJ,adjective,
6641,esoteric,https://www.handspeak.com/word/e/esoteric.mp4,NN,"noun, singular",
6642,fax,https://www.handspeak.com/word/f/fax-fs.mp4,NN,"noun, singular",
6643,mammography,https://www.handspeak.com/word/m/mammography.mp4,NN,"noun, singular",
6644,slumber,https://www.handspeak.com/word/s/slumber.mp4,NN,"noun, singular",
6645,lay (down),https://www.handspeak.com/word/l/lay-down.mp4,NN,"noun, singular",
6646,knowledgable,https://www.handspeak.com/word/k/knowledgable.mp4,JJ,adjective,
6647,nutritious,https://www.handspeak.com/word/n/nutritious.mp4,JJ,adjective,
6648,popsicle stick,https://www.handspeak.com/word/p/popsicle-stick.mp4,NN,"noun, singular",
6649,overt,https://www.handspeak.com/word/o/overt.mp4,NN,"noun, singular",
6650,pay it forward,https://www.handspeak.com/word/p/pay-it-forward.mp4,VB,"verb, base form",
6651,certified Deaf interpreter,https://www.handspeak.com/word/c/cdi-deaf-interpreter.mp4,VBN,"verb, past participle",
6652,covert,https://www.handspeak.com/word/c/covert.mp4,NN,"noun, singular",
6653,cocoa,https://www.handspeak.com/word/c/cocoa-fs.mp4,NN,"noun, singular",
6654,clandestine,https://www.handspeak.com/word/c/clandestine.mp4,NN,"noun, singular",
6655,corrode,https://www.handspeak.com/word/c/corrode.mp4,NN,"noun, singular",
6656,distribute,https://www.handspeak.com/word/d/distribute.mp4,NN,"noun, singular",
6657,drone,https://www.handspeak.com/word/d/drone.mp4,NN,"noun, singular",
6658,empathy,https://www.handspeak.com/word/e/empathy.mp4,NN,"noun, singular",
6659,cardiac resuscitation,https://www.handspeak.com/word/c/cardiac-resuscitation.mp4,JJ,adjective,
6660,assign,https://www.handspeak.com/word/a/assign-duty.mp4,NN,"noun, singular",
6661,allocate,https://www.handspeak.com/word/a/allocate.mp4,NN,"noun, singular",
6662,cheer,https://www.handspeak.com/word/c/cheer-shout.mp4,NN,"noun, singular",
6663,Bostwana,https://www.handspeak.com/word/b/bostwana.mp4,NNP,"proper noun, singular",
6664,blabbermouth,https://www.handspeak.com/word/b/blabbermouth.mp4,NN,"noun, singular",
6665,braggart,https://www.handspeak.com/word/b/braggart.mp4,NN,"noun, singular",
6666,pretentious,https://www.handspeak.com/word/p/pretentious.mp4,JJ,adjective,
6667,blister,https://www.handspeak.com/word/b/blister.mp4,NN,"noun, singular",
6668,ubiquitous,https://www.handspeak.com/word/u/ubiquitous.mp4,JJ,adjective,
6669,Montenegro,https://www.handspeak.com/word/m/montenegro.mp4,NN,"noun, singular",
6670,intrepid,https://www.handspeak.com/word/i/intrepid.mp4,NN,"noun, singular",
6671,soliloquy,https://www.handspeak.com/word/s/soliloquy.mp4,NN,"noun, singular",
6672,charity,https://www.handspeak.com/word/c/charity.mp4,NN,"noun, singular",
6673,uphold (support),https://www.handspeak.com/word/u/uphold-support.mp4,NN,"noun, singular",
6674,uphold (maintain),https://www.handspeak.com/word/u/uphold-maintain.mp4,JJ,adjective,
6675,hidden agenda,https://www.handspeak.com/word/h/hidden-agenda.mp4,JJ,adjective,
6676,propaganda,https://www.handspeak.com/word/p/propaganda.mp4,NN,"noun, singular",
6677,prosecutor,https://www.handspeak.com/word/p/prosecutor.mp4,NN,"noun, singular",
6678,defense lawyer,https://www.handspeak.com/word/d/defense-lawyer.mp4,NN,"noun, singular",
6679,dialogue,https://www.handspeak.com/word/d/dialogue.mp4,NN,"noun, singular",
6680,dissension,https://www.handspeak.com/word/d/dissension.mp4,NN,"noun, singular",
6681,French fries,https://www.handspeak.com/word/f/french-fries.mp4,JJ,adjective,
6682,bail,https://www.handspeak.com/word/b/bail-fs.mp4,NN,"noun, singular",
6683,ago,https://www.handspeak.com/word/a/ago.mp4,RB,adverb very,
6684,appreciate,https://www.handspeak.com/word/a/appreciate.mp4,NN,"noun, singular",
6685,evidence,https://www.handspeak.com/word/e/evidence.mp4,NN,"noun, singular",
6686,evidently,https://www.handspeak.com/word/e/evidently.mp4,RB,adverb very,
6687,haunting,https://www.handspeak.com/word/h/haunting-bother.mp4,VBG,"verb, gerund/present participle",
6688,idiotic,https://www.handspeak.com/word/i/idiotic.mp4,JJ,adjective,
6689,impure,https://www.handspeak.com/word/i/impure.mp4,NN,"noun, singular",
6690,jacket,https://www.handspeak.com/word/j/jacket.mp4,NN,"noun, singular",
6691,moist,https://www.handspeak.com/word/m/moist.mp4,NN,"noun, singular",
6692,damp,https://www.handspeak.com/word/d/damp.mp4,NN,"noun, singular",
6693,morphology,https://www.handspeak.com/word/m/morphology.mp4,NN,"noun, singular",
6694,pun,https://www.handspeak.com/word/p/pun-fs.mp4,NN,"noun, singular",
6695,"Gorbachev, Mikhail",https://www.handspeak.com/word/g/gorbachev-mikhail.mp4,NNP,"proper noun, singular",Education
6696,warrant,https://www.handspeak.com/word/w/warrant-fs.mp4,NN,"noun, singular",
6697,unhealthy,https://www.handspeak.com/word/u/unhealthy.mp4,JJ,adjective,
6698,suntan lotion,https://www.handspeak.com/word/s/suntan-lotion.mp4,JJ,adjective,
6699,street light,https://www.handspeak.com/word/s/street-light.mp4,NN,"noun, singular",
6700,"Sicily, Italy",https://www.handspeak.com/word/s/sicily-italy.mp4,RB,adverb very,
6701,"Venice, Italy",https://www.handspeak.com/word/v/venice-italy.mp4,NNP,"proper noun, singular",
6702,"Turin, Italy",https://www.handspeak.com/word/t/turin-italy.mp4,NNP,"proper noun, singular",
6703,"Naples, Italy",https://www.handspeak.com/word/n/naples-italy.mp4,NNS,noun plural,
6704,collaborative,https://www.handspeak.com/word/c/collaborative.mp4,NN,"noun, singular",
6705,Auslan,https://www.handspeak.com/word/a/auslan.mp4,NN,"noun, singular",
6706,admonish,https://www.handspeak.com/word/a/admonish.mp4,JJ,adjective,
6707,import,https://www.handspeak.com/word/i/import.mp4,NN,"noun, singular",
6708,export,https://www.handspeak.com/word/e/export.mp4,NN,"noun, singular",
6709,"Florence, Italy",https://www.handspeak.com/word/f/florence-italy.mp4,NN,"noun, singular",
6710,immortal,https://www.handspeak.com/word/i/immortal.mp4,NN,"noun, singular",
6711,heroic,https://www.handspeak.com/word/h/heroic.mp4,NN,"noun, singular",
6712,distant,https://www.handspeak.com/word/d/distant.mp4,NN,"noun, singular",
6713,Mickey Mouse,https://www.handspeak.com/word/m/mickey-mouse.mp4,NNP,"proper noun, singular",Education
6714,Mormon,https://www.handspeak.com/word/m/mormon.mp4,NN,"noun, singular",
6715,bathroom,https://www.handspeak.com/word/b/bathroom.mp4,NN,"noun, singular",
6716,get better,https://www.handspeak.com/word/g/get-better.mp4,VB,"verb, base form",
6717,get lost,https://www.handspeak.com/word/g/get-lost.mp4,NN,"noun, singular",
6718,drink up,https://www.handspeak.com/word/d/drink-up.mp4,VB,"verb, base form",
6719,fastidious,https://www.handspeak.com/word/f/fastidious.mp4,JJ,adjective,
6720,put out of mind,https://www.handspeak.com/word/p/put-out-mind.mp4,VBN,"verb, past participle",
6721,pledge,https://www.handspeak.com/word/p/pledge.mp4,NN,"noun, singular",
6722,plea,https://www.handspeak.com/word/p/plea-legal.mp4,NN,"noun, singular",
6723,incurable,https://www.handspeak.com/word/i/incurable.mp4,JJ,adjective,
6724,indelible,https://www.handspeak.com/word/i/indelible.mp4,JJ,adjective,
6725,institute,https://www.handspeak.com/word/i/institute.mp4,NN,"noun, singular",
6726,guard,https://www.handspeak.com/word/g/guard.mp4,NN,"noun, singular",
6727,never mind,https://www.handspeak.com/word/n/never-mind.mp4,RB,adverb very,
6728,saunter,https://www.handspeak.com/word/s/saunter.mp4,NN,"noun, singular",
6729,inaugurate,https://www.handspeak.com/word/i/inaugurate-start.mp4,NN,"noun, singular",
6730,irregular,https://www.handspeak.com/word/i/irregular.mp4,NN,"noun, singular",
6731,leer at,https://www.handspeak.com/word/l/leer-at.mp4,NN,"noun, singular",
6732,publicize,https://www.handspeak.com/word/p/publicize.mp4,NN,"noun, singular",
6733,oversleep,https://www.handspeak.com/word/o/oversleep.mp4,NN,"noun, singular",
6734,insensitive,https://www.handspeak.com/word/i/insensitive.mp4,JJ,adjective,
6735,snicker,https://www.handspeak.com/word/s/snicker.mp4,NN,"noun, singular",
6736,unintelligent,https://www.handspeak.com/word/u/unintelligent.mp4,NN,"noun, singular",
6737,unrelated,https://www.handspeak.com/word/u/unrelated.mp4,JJ,adjective,
6738,unforgettable,https://www.handspeak.com/word/u/unforgettable.mp4,JJ,adjective,
6739,undiplomatic,https://www.handspeak.com/word/u/undiplomatic.mp4,JJ,adjective,
6740,year over year,https://www.handspeak.com/word/y/year-over-year.mp4,NN,"noun, singular",
6741,summer solstice,https://www.handspeak.com/word/s/summer-solstice.mp4,NN,"noun, singular",
6742,windsurfing,https://www.handspeak.com/word/w/windsurfing.mp4,VBG,"verb, gerund/present participle",
6743,wakeboarding,https://www.handspeak.com/word/w/wakeboarding.mp4,VBG,"verb, gerund/present participle",
6744,parody,https://www.handspeak.com/word/p/parody.mp4,NN,"noun, singular",
6745,lifestyle,https://www.handspeak.com/word/l/lifestyle.mp4,NN,"noun, singular",
6746,life expectancy,https://www.handspeak.com/word/l/life-expectancy.mp4,NN,"noun, singular",
6747,"Kennedy, John F.",https://www.handspeak.com/word/k/kennedy-president.mp4,NNP,"proper noun, singular",
6748,profiling,https://www.handspeak.com/word/p/profiling.mp4,VBG,"verb, gerund/present participle",
6749,recover,https://www.handspeak.com/word/r/recover.mp4,NN,"noun, singular",
6750,"Lincoln, Abraham",https://www.handspeak.com/word/l/lincoln-president.mp4,NNP,"proper noun, singular",
6751,"Roosevelt, D. Franklin",https://www.handspeak.com/word/r/roosevelt-fdr.mp4,NNP,"proper noun, singular",
6752,"Roosevelt, Theodore",https://www.handspeak.com/word/r/roosevelt-fs.mp4,NNP,"proper noun, singular",
6753,impolite,https://www.handspeak.com/word/i/impolite.mp4,NN,"noun, singular",
6754,camera lens,https://www.handspeak.com/word/c/camera-lens.mp4,NN,"noun, singular",
6755,bad-mannered,https://www.handspeak.com/word/b/bad-mannered.mp4,JJ,adjective,
6756,kitesurfing,https://www.handspeak.com/word/k/kitesurfing.mp4,VBG,"verb, gerund/present participle",
6757,track down,https://www.handspeak.com/word/t/track-down-find.mp4,VB,"verb, base form",
6758,ridge,https://www.handspeak.com/word/r/ridge-mountain.mp4,NN,"noun, singular",
6759,peak,https://www.handspeak.com/word/p/peak.mp4,NN,"noun, singular",
6760,mouthing,https://www.handspeak.com/word/m/mouthing.mp4,VBG,"verb, gerund/present participle",
6761,motormouth,https://www.handspeak.com/word/m/motormouth2.mp4,NN,"noun, singular",
6762,upside down,https://www.handspeak.com/word/u/upside-down.mp4,RB,adverb very,
6763,summit,https://www.handspeak.com/word/s/summit-mountain.mp4,NN,"noun, singular",
6764,reprimand,https://www.handspeak.com/word/r/reprimand.mp4,NN,"noun, singular",
6765,berate,https://www.handspeak.com/word/b/berate.mp4,NN,"noun, singular",
6766,dull-witted,https://www.handspeak.com/word/d/dull-witted.mp4,JJ,adjective,
6767,furious,https://www.handspeak.com/word/f/furious.mp4,JJ,adjective,
6768,further,https://www.handspeak.com/word/f/further.mp4,RB,adverb very,
6769,housefly,https://www.handspeak.com/word/h/housefly.mp4,NN,"noun, singular",
6770,father figure,https://www.handspeak.com/word/f/father-figure.mp4,NN,"noun, singular",
6771,flyboarding,https://www.handspeak.com/word/f/flyboarding.mp4,VBG,"verb, gerund/present participle",
6772,kayaking,https://www.handspeak.com/word/k/kayaking.mp4,VBG,"verb, gerund/present participle",
6773,alike,https://www.handspeak.com/word/a/alike.mp4,RB,adverb very,
6774,swear (vow),https://www.handspeak.com/word/s/swear-oath.mp4,NN,"noun, singular",
6775,unprofessional,https://www.handspeak.com/word/u/unprofessional.mp4,JJ,adjective,
6776,spitballing,https://www.handspeak.com/word/s/spitballing.mp4,VBG,"verb, gerund/present participle",
6777,boulder,https://www.handspeak.com/word/b/boulder.mp4,NN,"noun, singular",
6778,ostentatious,https://www.handspeak.com/word/ostentatious/o.mp4,JJ,adjective,
6779,register variation,https://www.handspeak.com/word/r/register-variation.mp4,NN,"noun, singular",
6780,resonate,https://www.handspeak.com/word/r/resonate-sound.mp4,NN,"noun, singular",
6781,benefit of the doubt,https://www.handspeak.com/word/b/benefit-doubt-give.mp4,NN,"noun, singular",
6782,be yourself,https://www.handspeak.com/word/b/be-yourself.mp4,VB,"verb, base form",
6783,bring to light,https://www.handspeak.com/word/b/bright-to-light.mp4,NN,"noun, singular",
6784,cackle,https://www.handspeak.com/word/c/cackle-hen.mp4,NN,"noun, singular",
6785,candlelight,https://www.handspeak.com/word/c/candlelight2.mp4,NN,"noun, singular",
6786,canoe,https://www.handspeak.com/word/c/canoe.mp4,NN,"noun, singular",
6787,circulatory system,https://www.handspeak.com/word/c/circulatory-system.mp4,NN,"noun, singular",
6788,conflict of interest,https://www.handspeak.com/word/c/conflict-of-interest.mp4,NN,"noun, singular",
6789,dimmer,https://www.handspeak.com/word/d/dimmer.mp4,NN,"noun, singular",
6790,egoist,https://www.handspeak.com/word/e/egoist.mp4,NN,"noun, singular",
6791,extravagant,https://www.handspeak.com/word/e/extravagant.mp4,NN,"noun, singular",
6792,fancy,https://www.handspeak.com/word/f/fancy.mp4,NN,"noun, singular",
6793,flood light,https://www.handspeak.com/word/f/flood-light.mp4,NN,"noun, singular",
6794,genius,https://www.handspeak.com/word/g/genius.mp4,NN,"noun, singular",
6795,hummingbird,https://www.handspeak.com/word/h/hummingbird.mp4,NN,"noun, singular",
6796,implode,https://www.handspeak.com/word/i/implode.mp4,NN,"noun, singular",
6797,impulsive,https://www.handspeak.com/word/i/impulsive.mp4,JJ,adjective,
6798,kitschy,https://www.handspeak.com/word/k/kitschy.mp4,NN,"noun, singular",
6799,revile,https://www.handspeak.com/word/r/revile.mp4,NN,"noun, singular",
6800,whimper,https://www.handspeak.com/word/w/whimper.mp4,NN,"noun, singular",
6801,lavish,https://www.handspeak.com/word/l/lavish.mp4,JJ,adjective,
6802,wait and see,https://www.handspeak.com/word/w/wait-and-see.mp4,NN,"noun, singular",
6803,traffic light,https://www.handspeak.com/word/t/traffic-light.mp4,NN,"noun, singular",
6804,possessive,https://www.handspeak.com/word/p/possessive.mp4,NN,"noun, singular",
6805,mole,https://www.handspeak.com/word/m/mole.mp4,NN,"noun, singular",
6806,norm,https://www.handspeak.com/word/n/norm.mp4,NN,"noun, singular",
6807,Edmonton Eskimos,https://www.handspeak.com/word/e/edmonton-eskimos.mp4,NNP,"proper noun, singular",
6808,colonialism,https://www.handspeak.com/word/c/colonialism.mp4,NN,"noun, singular",
6809,colonized mind ,https://www.handspeak.com/word/c/colonized-mind.mp4,VBN,"verb, past participle",
6810,tedious,https://www.handspeak.com/word/t/tedious.mp4,JJ,adjective,
6811,secular,https://www.handspeak.com/word/s/secular.mp4,NN,"noun, singular",
6812,transcend,https://www.handspeak.com/word/t/transcend.mp4,NN,"noun, singular",
6813,shatter,https://www.handspeak.com/word/s/shatter.mp4,NN,"noun, singular",
6814,O Canada,https://www.handspeak.com/word/o/o-canada.mp4,NNP,"proper noun, singular",
6815,overpriced,https://www.handspeak.com/word/o/overpriced.mp4,VBN,"verb, past participle",
6816,art history,https://www.handspeak.com/word/a/art-history.mp4,NN,"noun, singular",
6817,arid,https://www.handspeak.com/word/a/arid.mp4,NN,"noun, singular",
6818,color wheel,https://www.handspeak.com/word/c/color-wheel.mp4,NN,"noun, singular",
6819,exorbitant,https://www.handspeak.com/word/e/exorbitant.mp4,NN,"noun, singular",
6820,visual learning visual language (VL2),https://www.handspeak.com/word/v/vl2.mp4,JJ,adjective,
6821,bump into,https://www.handspeak.com/word/b/bump-into.mp4,NN,"noun, singular",
6822,blacklight,https://www.handspeak.com/word/b/blacklight-purple.mp4,NN,"noun, singular",
6823,nothing to lose,https://www.handspeak.com/word/n/nothing-to-lose.mp4,NN,"noun, singular",
6824,no wonder,https://www.handspeak.com/word/n/no-wonder.mp4,DT,determiner,
6825,money-grubbing,https://www.handspeak.com/word/m/money-grubbing.mp4,NN,"noun, singular",
6826,materialistic,https://www.handspeak.com/word/m/materialistic.mp4,JJ,adjective,
6827,marginalized,https://www.handspeak.com/word/m/marginalized.mp4,VBN,"verb, past participle",
6828,tall order,https://www.handspeak.com/word/t/tall-order.mp4,JJ,adjective,
6829,shamefaced,https://www.handspeak.com/word/s/shamefaced.mp4,VBN,"verb, past participle",
6830,human,https://www.handspeak.com/word/h/human.mp4,NN,"noun, singular",
6831,Global Positioning System,https://www.handspeak.com/word/g/gps-fs.mp4,NNP,"proper noun, singular",
6832,hobby,https://www.handspeak.com/word/h/hobby.mp4,NN,"noun, singular",
6833,recreation,https://www.handspeak.com/word/r/recreation.mp4,NN,"noun, singular",
6834,red-faced,https://www.handspeak.com/word/r/red-faced.mp4,JJ,adjective,
6835,skim,https://www.handspeak.com/word/s/skim.mp4,NN,"noun, singular",
6836,spam,https://www.handspeak.com/word/s/spam-fs.mp4,NN,"noun, singular",
6837,Search Engine Optimization (SEO),https://www.handspeak.com/word/s/seo-fs.mp4,NNP,"proper noun, singular",
6838,squander,https://www.handspeak.com/word/s/squander.mp4,NN,"noun, singular",
6839,"Trudeau, Pierre",https://www.handspeak.com/word/t/trudeau-pierre.mp4,NNP,"proper noun, singular",
6840,scam,https://www.handspeak.com/word/s/scam.mp4,NN,"noun, singular",
6841,Princess Diana,https://www.handspeak.com/word/p/princess-diana.mp4,NNP,"proper noun, singular",
6842,Edmonton Oilers,https://www.handspeak.com/word/o/edmonton-oilers.mp4,NNP,"proper noun, singular",
6843,font,https://www.handspeak.com/word/f/font-fs.mp4,NN,"noun, singular",
6844,furrow,https://www.handspeak.com/word/f/furrowed-eyebrows.mp4,NN,"noun, singular",
6845,glance,https://www.handspeak.com/word/g/glance.mp4,NN,"noun, singular",
6846,flashback,https://www.handspeak.com/word/f/flashback-memory.mp4,NN,"noun, singular",
6847,stomp,https://www.handspeak.com/word/s/stomp.mp4,NN,"noun, singular",
6848,stout,https://www.handspeak.com/word/s/stout.mp4,NN,"noun, singular",
6849,toil,https://www.handspeak.com/word/t/toil-work.mp4,NN,"noun, singular",
6850,tidy,https://www.handspeak.com/word/t/tidy.mp4,NN,"noun, singular",
6851,squabble,https://www.handspeak.com/word/s/squabble.mp4,JJ,adjective,
6852,belittle,https://www.handspeak.com/word/b/belittle.mp4,NN,"noun, singular",
6853,border,https://www.handspeak.com/word/b/border.mp4,NN,"noun, singular",
6854,"Brampton, Ontario",https://www.handspeak.com/word/b/brampton-ontario.mp4,NNP,"proper noun, singular",
6855,"Burlington, Ontario",https://www.handspeak.com/word/b/burlington-ontario.mp4,NNP,"proper noun, singular",
6856,cannot stand,https://www.handspeak.com/word/c/cannot-stand.mp4,MD,modal could,
6857,dribble,https://www.handspeak.com/word/d/dribble-drip.mp4,JJ,adjective,
6858,wrangle,https://www.handspeak.com/word/w/wrangle.mp4,NN,"noun, singular",
